MP name,Nature of membership,Start of term,End of term,Number of terms,State,Constituency,Political party,Gender,Educational qualifications,Educational qualifications - details,Age,Debates,Private Member Bills,Questions,Attendance,Notes,National Debates average,National Private Member Bills average,National Questions average,National Attendance average,State's Debates average,State's Private Member Bills  average,State's Questions average,State's Attendance average,House,Paliament Term,TotalGOIRelease,UnSanctionBalance,UnspentBalance,LastInstNumber1,LastInstYear,LastReleaseDate,LastRelAmount,PendInstallNo,PendInstYear,ReasonsforNotRel,ReasonsforNotRel.1,Criminal Case,Total Assets,Liabilities
P.V. Midhun Reddy,Elected,5/23/2019,In office,2,Andhra Pradesh,Rajampet,Yuvajana Sramika Rythu Congress Party,Male,Post Graduate,MBA,42,12,0,44,0.82, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,11.4,0,38,0.85,Lok Sabha,17th Lok Sabha,5,1.75,4.78,2,2019-2020,6/3/2020,2.5,1,2019-20,,,3,665085701,205473477
Shrirang Appa Barne,Elected,5/23/2019,In office,2,Maharashtra,Maval,Shiv Sena,Male,8th Pass,10th Class,56,41,4,153,0.97, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.5,0.6,82,0.79,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,18-12-2019,2.5,1,2019-20,,,3,1023310134,416612
Kanumuru Raghu Rama Krishna Raju,Elected,5/23/2019,In office,1,Andhra Pradesh,Narsapuram,Yuvajana Sramika Rythu Congress Party,Male,Post Graduate,"M. Pharma, Educated at Andhra University, Vishakapatnam, Andhra Pradesh",57,30,0,73,0.97, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,11.4,0,38,0.85,Lok Sabha,17th Lok Sabha,2.5,2.25,2.45,1,2019-2020,17-10-2019,2.5,1,2018-19,,,3,3259405378,1014467354
Khagen Murmu,Elected,5/23/2019,In office,1,West Bengal,Maldaha Uttar,Bharatiya Janata Party,Male,Graduate,Information Not Available,60,18,0,96,0.97, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12.6,0.2,24,0.8,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,17-09-2019,2.5,1,,"Eligible MPR not Received, Provisional Utilisation Certificate Pending.","Eligible MPR not Received, Provisional Utilisation Certificate Pending.",4,10232439,1070914
Nalin Kumar Kateel,Elected,5/23/2019,In office,3,Karnataka,Dakshina Kannada,Bharatiya Janata Party,Male,10th Pass,"Educated at St. Philomeaia Higher School, Puttar, T.W. D.K. Distt. Karnataka",53,9,0,104,0.8, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,5.8,0,41,0.78,Lok Sabha,17th Lok Sabha,2.5,0.08,0.62,1,2019-2020,24-09-2019,2.5,1,2019-20,,,4,14678300,4450945
Baidyanath Prasad Mahto,Elected,5/23/2019,In office,2,Bihar,Valmiki Nagar,Janata Dal (United),Male,10th Pass,"Educated at H.S. Bathanaha, West Champaran (Bihar) ",72,3,0,10,0.79, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12.8,0.5,32,0.87,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,7/1/2020,2.5,1,,,,4,17934888,2915945
Kavita Singh,Elected,5/23/2019,In office,1,Bihar,Siwan,Janata Dal (United),Female,Post Graduate,Information Not Available,35,3,0,5,0.91, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12.8,0.5,32,0.87,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,6/11/2019,2.5,1,1997-98,,,4,19325264,412511
Benny Behanan,Elected,5/23/2019,In office,1,Kerala,Chalakudy,Indian National Congress,Male,Graduate,"B.Com., Educated at Sri Sankara College, Kalady, Ernamulam, Kerala",67,20,0,61,0.92, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,24.5,0.7,58,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,15-01-2020,2.5,1,,,,4,20461931,915938
Bellana Chandra Sekhar,Elected,5/23/2019,In office,1,Andhra Pradesh,Vizianagaram,Yuvajana Sramika Rythu Congress Party,Male,Graduate Professional,"B.A., B.L., Educated at SDS College, Garividi and M.R. College, Vizianagaram",58,7,0,38,0.83, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,11.4,0,38,0.85,Lok Sabha,17th Lok Sabha,2.5,-0.4,1.66,1,2019-2020,29-08-2019,2.5,1,,,,4,21035766,11130148
Uttam Kumar Nalamada Reddy,Elected,5/23/2019,In office,1,Telangana,Nalgonda,Indian National Congress,Male,Graduate,Information Not Available,57,3,0,30,0.89, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,9.3,0,37,0.8,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,1/11/2019,2.5,1,,,,4,31501349,1200000
Chhedi Paswan,Elected,5/23/2019,In office,4,Bihar,Sasaram,Bharatiya Janata Party,Male,Post Graduate,M.A.,64,5,0,5,0.74, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12.8,0.5,32,0.87,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,29-10-2019,2.5,1,,,,4,37786578,2214842
Swami Sachchidanand Hari Sakshi,Elected,5/23/2019,In office,5,Uttar Pradesh,Unnao,Bharatiya Janata Party,Male,Doctorate,"M.A., Ph.D",64,1,0,24,0.97, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.1,0.3,25,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,24-09-2019,2.5,,,,,4,40886941,699025
Omprakash,Elected,5/23/2019,In office,1,Maharashtra,Osmanabad,Shiv Sena,Male,12th Pass,Information Not Available,36,12,0,37,0.85, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.5,0.6,82,0.79,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,6/2/2020,2.5,1,2019-20,,,4,50299295,10045858
Babul Supriya Baral (Babul Supriyo),Elected,5/23/2019,In office,2,West Bengal,Asansol,Bharatiya Janata Party,Male,Graduate,B.Com (Hons.),49,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.)",,,,,,,,,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,17-09-2019,2.5,1,,"Audit Certificate Pending, Eligible MPR not Received, Utilisation Certificate Pending.","Audit Certificate Pending, Eligible MPR not Received, Utilisation Certificate Pending.",4,59234826,5722184
Vinod Kumar Sonkar,Elected,5/23/2019,In office,2,Uttar Pradesh,Kaushambi,Bharatiya Janata Party,Male,Graduate,B.A.,49,25,2,104,1, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.1,0.3,25,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,6/9/2019,2.5,2,2018-19,"Incorrect MPR, Incorrect Utilisation Certificate.","Incorrect MPR, Incorrect Utilisation Certificate.",4,59336113,20730086
S.R. Parthiban,Elected,5/23/2019,In office,1,Tamil Nadu,Salem,Dravida Munnetra Kazhagam,Male,Graduate Professional,Information Not Available,50,8,0,48,0.92, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,14.9,0.2,43,0.84,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,29-08-2019,2.5,1,,,,4,60045532,4039841
Anant Kumar Hegde,Elected,5/23/2019,In office,6,Karnataka,Uttara Kannada,Bharatiya Janata Party,Male,12th Pass,"Educated at M.M. Arts and Science College, Sirsi (Karnataka) ",51,0,0,10,0.82, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,5.8,0,41,0.78,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,6/9/2019,2.5,2,2017-18,"Audit Certificate Pending, Eligible MPR not Received, Utilisation Certificate Pending.","Audit Certificate Pending, Eligible MPR not Received, Utilisation Certificate Pending.",4,84755455,41016655
Brij Bhushan Sharan Singh,Elected,5/23/2019,In office,6,Uttar Pradesh,Kaiserganj,Bharatiya Janata Party,Male,Graduate Professional,"M.A., LL.B.; Educated at Saket Mahavidyalay, Avadh University, Faizabad (Uttar Pradesh) ",63,2,0,6,0.97, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.1,0.3,25,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,29-10-2019,2.5,2,2019-20,,,4,98905402,61524736
Anurag Singh Thakur,Elected,5/23/2019,In office,4,Himachal Pradesh,Hamirpur,Bharatiya Janata Party,Male,Post Graduate,"B.A.; Educated at Doaba College, Jalandhar, Punjab",45,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.)",,,,,,,,,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,9/8/2019,2.5,,,,,4,167159924,35502582
Y.S. Avinash Reddy,Elected,5/23/2019,In office,2,Andhra Pradesh,Kadapa,Yuvajana Sramika Rythu Congress Party,Male,Post Graduate,"B.Tech, M.B.A.",35,1,0,84,0.48, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,11.4,0,38,0.85,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,22-10-2019,2.5,2,2018-19,,,4,186969794,22833319
Nitin Jairam Gadkari,Elected,5/23/2019,In office,2,Maharashtra,Nagpur,Bharatiya Janata Party,Male,Graduate Professional,"M.Com., LL.B. and Diploma in Business Management",62,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.)",,,,,,,,,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,19-02-2020,2.5,1,2019-20,,,4,187916075,40729055
S. Gnanathiraviam,Elected,5/23/2019,In office,1,Tamil Nadu,Tirunelveli,Dravida Munnetra Kazhagam,Male,10th Pass,Information Not Available,55,7,0,30,0.86, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,14.9,0.2,43,0.84,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,24-09-2019,2.5,1,,"Audit Certificate Pending, Eligible MPR not Received.","Audit Certificate Pending, Eligible MPR not Received.",4,232759237,46149049
Amit Anil Chandra Shah,Elected,5/23/2019,In office,1,Gujarat,Gandhinagar,Bharatiya Janata Party,Male,12th Pass,B.Sc. (Iind Year) Educated at Gujarat University,55,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.)",,,,,,,,,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,13-11-2019,2.5,1,1997-98,,,4,403275307,4769587
Nishikant Dubey,Elected,5/23/2019,In office,3,Jharkhand,Godda,Bharatiya Janata Party,Male,Doctorate,"B.A. (H), M.B.A.; Educated at Marwari College Bhagalpur (Bihar) and F.M.S. Delhi University (Delhi) ",51,65,4,86,1, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,14.2,0.8,48,0.73,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,19-02-2020,2.5,1,,,,4,462757500,0
Sukhbir Singh Badal,Elected,5/23/2019,In office,4,Punjab,Ferozpur,Shiromani Akali Dal,Male,Post Graduate,Information Not Available,57,4,0,7,0.27, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,11,0,24,0.76,Lok Sabha,17th Lok Sabha,2.5,2.45,2.45,1,2019-2020,9/8/2019,2.5,1,,,,4,2179919870,954852600
Harish Chandra Alias Harish Dwivedi,Elected,5/23/2019,In office,2,Uttar Pradesh,Basti,Bharatiya Janata Party,Male,Post Graduate,Post Graduate,46,10,0,63,0.89, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.1,0.3,25,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,20-11-2019,2.5,1,,,,5,8662344,322490
Naba Kumar Sarania (Hira),Elected,5/23/2019,In office,2,Assam,Kokrajhar,Independent,Male,12th Pass,Higher Secondary,50,10,0,49,0.83, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,10.3,0,31,0.86,Lok Sabha,17th Lok Sabha,5,2.87,2.87,2,2019-2020,17-03-2020,2.5,1,,,,5,13013994,175069
Pradeep Kumar,Elected,5/23/2019,In office,1,Uttar Pradesh,Kairana,Bharatiya Janata Party,Male,Post Graduate,Information Not Available,50,12,0,0,1, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.1,0.3,25,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,20-12-2019,2.5,2,,,,5,17292937,1300000
Prince Raj,Elected,10/24/2019,In office,1,Bihar,Samastipur,Lok Jan Shakti Party,Male,10th Pass,Information not available,Information not available,5,0,0,0.93, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),5.9,0.1,21,0.85,5.4,0.1,17,0.87,Lok Sabha,17th Lok Sabha,,0,0,2,2019-2020,23-03-2020,2.5,,,,,5,17375975,999057
N.K.Premachandran,Elected,5/23/2019,In office,4,Kerala,Kollam,Revolutionary Socialist Party,Male,Graduate Professional,"B.Sc, L.L.B",59,97,7,71,0.95, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,24.5,0.7,58,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,24-01-2020,2.5,2,,,,5,17500650,3270587
S.P. Singh Baghel,Elected,5/23/2019,In office,4,Uttar Pradesh,Agra,Bharatiya Janata Party,Male,Doctorate,"M.Sc., LL.B., Ph.D. Educated at Jiwaji University, Gwalior (Madhya Pradesh), Meerut University and Chaudhary Charan Singh University, Meerut (Uttar Pradesh)",59,9,0,0,0.92, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.1,0.3,25,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,31-10-2019,2.5,1,,,,5,74274036,8606522
A. Chellakumar,Elected,5/23/2019,In office,1,Tamil Nadu,Krisnagiri,Indian National Congress,Male,Post Graduate,Information Not Available,Information not available,13,0,18,0.7, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,14.9,0.2,43,0.84,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,6/2/2020,2.5,1,,,,5,121087979,66817959
Balubhau Dhannorkar,Elected,5/23/2019,In office,1,Maharashtra,Chandrapur,Indian National Congress,Male,12th Pass,Information Not Available,44,10,0,50,0.64, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.5,0.6,82,0.79,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,31-12-2019,2.5,1,,,,5,137455342,22752880
Afzal Ansari,Elected,5/23/2019,In office,2,Uttar Pradesh,Ghazipur,Bahujan Samaj Party,Male,Post Graduate,"Educated at Post Graduate College, Ghazipur",66,1,0,0,0.88, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.1,0.3,25,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,29-08-2019,2.5,,,,,5,137938756,0
Rahul Gandhi,Elected,5/23/2019,In office,4,Kerala,Wayanad,Indian National Congress,Male,Post Graduate,"M.Phil. (Development Economics); Educated at Trinity College, Cambridge University (UK) .",49,2,0,31,0.58, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,24.5,0.7,58,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,9/10/2019,2.5,1,,,,5,158877063,7201904
Kamlesh Paswan,Elected,5/23/2019,In office,3,Uttar Pradesh,Bansgaon,Bharatiya Janata Party,Male,Graduate,"Educated at St. Pauls School I.C.S.E. Board Gorakhpur and U.P. Board, Gorakhpur",43,5,0,2,0.95, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.1,0.3,25,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,29-08-2019,2.5,1,2019-20,,,5,171706883,6049264
Asaduddin Owaisi,Elected,5/23/2019,In office,4,Telangana,Hyderabad,All India Majlis-E-Ittehadul Muslimeen,Male,Graduate Professional,"LL.B (London), Bar-At-Law (Lincolns Inn); Educated at Hyderabad Public School, St. Marys Junior College and Nizam College",50,25,0,112,0.85, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,9.3,0,37,0.8,Lok Sabha,17th Lok Sabha,2.5,2.08,2.32,1,2019-2020,17-10-2019,2.5,1,,,,5,179044376,120500000
Sanjay Jaiswal,Elected,5/23/2019,In office,3,Bihar,Paschim Champaran,Bharatiya Janata Party,Male,Post Graduate,"M.B.B.S., M.D. (General Medicine); Educated at Patna Medical College and Darbhanga Medical College",54,59,5,54,0.88, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12.8,0.5,32,0.87,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,7/1/2020,2.5,2,,,,5,199404885,67370030
Janardan Singh Sigriwal,Elected,5/23/2019,In office,2,Bihar,Maharajganj,Bharatiya Janata Party,Male,12th Pass,M.A.,61,30,4,71,1, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12.8,0.5,32,0.87,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,6/11/2019,2.5,1,,,,5,371827109,4483048
Nama Nageswara Rao,Elected,5/23/2019,In office,2,Telangana,Khammam,Telangana Rashtra Samithi,Male,12th Pass,,62,22,0,38,0.97, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,9.3,0,37,0.8,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,20-11-2019,2.5,1,,,,5,1074671341,80721594
D.K. Suresh,Elected,5/23/2019,In office,3,Karnataka,Bangalore Rural,Indian National Congress,Male,12th Pass,Inter/Higher Secondary,53,5,0,98,0.77, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,5.8,0,41,0.78,Lok Sabha,17th Lok Sabha,2.5,2.51,2.51,1,2019-2020,17-09-2019,2.5,1,,,,5,3388920717,519320305
Sanjay Kumar Bandi,Elected,5/23/2019,In office,1,Telangana,Karimnagar,Bharatiya Janata Party,Male,Post Graduate,Information Not Available,48,4,0,4,0.95, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,9.3,0,37,0.8,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,3/9/2019,2.5,1,,,,6,2270000,1341800
Saumitra Khan,Elected,5/23/2019,In office,2,West Bengal,Bishnupur,Bharatiya Janata Party,Male,12th Pass,High School,39,8,0,7,0.89, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12.6,0.2,24,0.8,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,6/11/2019,2.5,1,,,,6,8656777,1077120
Rita Bahuguna Joshi,Elected,5/23/2019,In office,1,Uttar Pradesh,Allahabad,Bharatiya Janata Party,Female,Doctorate,Information Not Available,70,11,0,27,0.89, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.1,0.3,25,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,24-10-2019,2.5,2,,,,6,26919330,1600000
Sanjay (Bandu) Haribhau Jadhav,Elected,5/23/2019,In office,2,Maharashtra,Parbhani,Shiv Sena,Male,10th Pass,Matric,52,3,0,61,0.52, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.5,0.6,82,0.79,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,6/2/2020,2.5,1,2019-20,,,6,41040011,4519583
Andimuthu Raja,Elected,5/23/2019,In office,5,Tamil Nadu,Nilgiris,Dravida Munnetra Kazhagam,Male,Graduate Professional,"B.Sc., B.L., M.L.; Educated at Government Arts College, Musiri, Distt. Trichy; Government Law College, Madurai and Government Law College, Trichy (Tamil Nadu) ",56,24,0,73,0.92, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,14.9,0.2,43,0.84,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,13-11-2019,2.5,1,1997-98,,,6,49591024,1424914
Sunil Kumar,Elected,5/23/2019,In office,1,Bihar,Sitamarhi,Janata Dal (United),Male,Graduate,Information Not Available,58,17,0,48,0.77, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12.8,0.5,32,0.87,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,19-02-2020,2.5,1,1997-98,,,6,60717031,10277790
Giriraj Singh,Elected,5/23/2019,In office,2,Bihar,Begusarai,Bharatiya Janata Party,Male,Graduate,Graduate,67,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.)",,,,,,,,,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,17-10-2019,2.5,1,1997-98,,,6,83024577,12236000
Ramesh Chand,Elected,5/23/2019,In office,1,Uttar Pradesh,Bhadohi,Bharatiya Janata Party,Male,10th Pass,Information Not Available,45,2,0,0,0.98, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.1,0.3,25,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,19-09-2019,2.5,,,,,6,94089148,21696413
Kanimozhi Karunanidhi,Elected,5/23/2019,In office,1,Tamil Nadu,Thoothukkudi,Dravida Munnetra Kazhagam,Female,Graduate Professional,M.A. ( Economics),52,35,2,38,0.89, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,14.9,0.2,43,0.84,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,22-11-2019,2.5,2,,,,6,303373130,19290928
Pratap Chandra Sarangi,Elected,5/23/2019,In office,1,Odisha,Balasore,Bharatiya Janata Party,Male,Graduate,Information Not Available,65,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.)",,,,,,,,,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,19-02-2020,2.5,2,1997-98,,,7,1346236,160
V.K. Sreekandan,Elected,5/23/2019,In office,1,Kerala,Palakkad,Indian National Congress,Male,Graduate,Information Not Available,49,15,0,49,0.97, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,24.5,0.7,58,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,10/1/2020,2.5,1,2019-20,,,7,6356399,2709000
Hibi Eden,Elected,5/23/2019,In office,1,Kerala,Ernakulam,Indian National Congress,Male,Graduate,Information Not Available,36,18,2,86,0.88, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,24.5,0.7,58,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,26-11-2019,2.5,1,2018-19,,,7,7908467,200000
T.N. Prathapan,Elected,5/23/2019,In office,1,Kerala,Thrissur,Indian National Congress,Male,12th Pass,Information Not Available,59,23,0,83,0.92, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,24.5,0.7,58,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,20-12-2019,2.5,1,,,,7,8609349,2978120
Adhir Ranjan Chowdhury,Elected,5/23/2019,In office,5,West Bengal,Baharampur,Indian National Congress,Male,10th Pass,"Educated at I.C. Institute, Berhampore, West Bengal",63,85,4,26,0.95, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12.6,0.2,24,0.8,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,29-08-2019,2.5,1,,,,7,101315437,8506984
Adoor Prakash,Elected,5/23/2019,In office,1,Kerala,Attingal,Indian National Congress,Male,Graduate Professional,"B.A., LL.B., Educated at Sree Narayana College, Quilon, Kerala and Trivandrum Law Academy",64,25,0,82,0.95, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,24.5,0.7,58,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,13-11-2019,2.5,1,,,,7,144098612,27622685
Badruddin Ajmal,Elected,5/23/2019,In office,3,Assam,Dhubri,All India United Democratic Front,Male,Post Graduate,"Fazil-e-Deoband (Masters in Islamic Theology and Arabic); Educated at Darul Uloom, Deoband, Uttar Pradesh",70,10,0,51,0.42, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,10.3,0,31,0.86,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,19-09-2019,2.5,1,,Eligible MPR not Received.,Eligible MPR not Received.,7,788064044,10159381
